INSCRIÇÃO;CÓDCURSO;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180
1712081;2;A;D;B;D;D;C;D;E;D;D;D;D;C;D;D;E;E;C;A;E;B;A;B;D;E;D;D;D;D;C;B;D;C;C;E;C;B;D;C;B;D;A;D;B;B;D;D;D;C;C;B;A;E;E;B;E;B;A;A;E;E;D;C;B;C;A;C;A;B;A;A;D;D;C;B;B;C;C;A;D;E;D;D;D;E;A;C;A;E;C
1712077;2;A;C;A;D;D;B;D;D;D;E;B;D;A;C;D;E;B;C;D;E;A;B;C;D;B;E;C;E;D;A;A;D;C;C;C;C;D;E;C;A;D;A;B;B;E;A;D;C;E;E;B;B;C;B;D;D;A;B;C;B;D;E;C;A;B;D;C;D;C;A;A;D;B;E;E;D;C;E;A;E;C;D;D;C;E;B;A;B;D;C
1712076;2;A;C;B;C;D;C;C;D;C;E;E;D;A;A;C;B;C;C;A;E;B;B;E;D;C;A;D;D;A;D;B;D;D;C;D;A;C;E;C;B;C;E;A;C;E;A;D;C;E;E;B;D;B;B;C;B;A;D;B;E;D;E;D;D;C;B;C;B;C;A;A;D;E;E;C;A;D;C;A;B;B|E;D;A;E;C;B;C;E;D;D
1712075;2;A;C;C;D;D;B;D;E;D;E;D;D;C;D;E;A;C;C;D;E;D;D;E;D;B;A;D;D;D;A;A;D;C;B;C;C;B;C;C;A;E;A;B;C;E;A;D;C;B;A;B;D;C;B;C;E;D;A;C;D;D;D;C;B;B;C;B;A;B;A;B;C;D;D;C;C;B;C;A;D;E;D;D;B;C;D;A;C;E;D
1712074;2;A;C;C;C;D;E;B;E;C;B;D;C;A;C;D;A;A;C;D;E;B;C;C;D;C;A;C;D;D;A;C;D;C;C;C;C;C;A;C;C;C;A;E;C;C;B;E;E;E;A;B;B;B;B;C;B;A;D;E;A;D;D;A;D;E;E;C;D;B;B;A;B;D;B;E;C;B;A;A;E;C;C;D;D;D;A;E;B;D;C
1712073;2;A;C;B;B;D;E;D;D;C;A;D;D;D;B;D;A;C;C;D;B;D;B;E;D;B;B;E;D;C;A;A;A;C;C;D;C;A;A;E;D;D;E;B;B;E;A;D;C;C;A;C;A;C;B;B;D;D;C;C;D;D;D;D;A;D;C;C;B;E;A;B;D;A;E;D;D;B;B;A;C;C;D;D;A;B;D;B;C;A;C
1712072;2;A;C;B;C;D;B;D;E;B;E;E;D;D;A;D;A;B;C;D;E;B;C;A;D;C;C;E;D;C;A;B;C;D;C;C;C;C;C;D;B;D;A;C;C;D;E;E;C;E;B;A;A;C;E;D;E;D;C;A;B;D;C;E;B;C;C;A;A;D;E;B;E;C;D;D;A;C;B;A;D;A;D;A;D;E;A;C;B;D;D
1712071;2;A;D;C;C;D;C;A;B;D;E;B;D;A;B;D;A;A;C;D;E;B;D;D;D;C;A;D;D;D;A;B;E;C;C;C;C;C;C;C;B;D;A;E;B;E;E;D;A;E;E;B;D;B;B;C;C;B;A;B;B;E;C;A;D;E;B;D;B;A;A;B;C;D;E;A;D;C;E;B;C;B;A;A;E;C;D;A;A;D;D
1712067;2;B;C;B;A;D;A;D;E;D;D;C;E;D;B;E;A;C;D;B;E;B;C;E;D;C;C;D;D;C;A;C;D;D;D;B;E;A;D;C;E;C;E;D;D;A;A;B;C;E;D;B;B;B;B;C;A;A;D;D;D;C;C;A;E;A;D;C;A;E;A;E;D;C;D;B;B;B;A;A;C;E;D;D;A;D;E;B;A;B;D
1712066;2;D;B;C;D;D;B;D;D;D;E;D;D;C;B;D;A;E;;B;E;D;D;E;D;B|C;A;C;D;C;A;E;D;C;C;C;C;C;A;C;B;D;A;E;C;D;A;D;C;E;B;B;E;B;D;B;A;A;A;C;E;D;E;C;E;B;C;C;A;E;A;A;D;C;B;E;E;E;A;A;A;C;D;D;D;D;D;D;D;D;D
1712065;2;A;C;B;D;D;D;B;A;C;E;D;D;A;A;B;A;D;C;D;E;C;B;B;D;C;B;D;A;D;C;B;D;A;C;B;D;C;E;B;C;C;B;D;B;C;B;D;C;B;D;E;B;C;B;C;E;B;D;E;E;D;D;D;B;D;C;C;C;C;B;A;D;D;E;C;C;A;D;A;B;B;D;A;D;D;E;D;A;B;C
1712063;2;A;C;E;C;D;A;A;D;C;A;E;D;A;B;C;A;D;C;D;E;D;D;E;D;C;D;E;D;D;A;B;D;C;C;E;C;C;B;E;E;D;E;E;A;C;B;D;C;E;D;E;A;C;B;A;D;A;C;B;E;E;A;C;B;C;E;D;E;E;A;A;E;D;B;B;E;B;C;A;B;A;D;D;D;E;A;D;D;B;D
1712062;2;A;C;C;B;D;D;D;C;D;E;A;D;C;B;D;A;C;C;D;E;D;E;E;D;B;A;D;D;D;A;A;A;C;C;C;C;C;A;C;E;D;E;B;A;E;E;D;C;E;C;B;B;C;B;C;A;A;A;D;B;D;D;C;C;C;C;C;A;E;A;B;D;D;B;C;D;;C;E;A;B;E;D;C;D;E;;A;B;D
1712059;2;A;C;D;C;D;B;D;A;D;C;B;D;E;B;D;C;A;B;A;E;C;B;A;D;B;E;E;D;D;A;B;A;C;C;C;C;A;D;C;B;D;D;E;B;C;E;D;C;B;C;B;D;A;B;D;E;B;A;C;B;D;E;D;C;D;C;C;C;B;E;D;D;;C;D;C;B;;A;A;C;D;C;D;E;A;B;D;B;C
1712056;2;A;C;C;B;D;D;D;D;C;E;C;D;A;D;D;A;E;C;D;E;C;C;B;D;C;A;D;B;D;D;C;C;D;B;C;C;A;A;E;C;E;E;D;B;B;A;D;C;E;D;B;A;B;B;D;B;D;A;E;A;D;A;D;C;B;C;C;C;E;A;D;E;D;B;E;E;C;D;C;D;E;D;D;B;C;A;E;C;E;D
1712052;2;A;A;E;B;D;B;C;D;A;A;D;D;D;C;B;D;C;C;B;A;B;E;D;D;C;A;D;B;C;A;A;D;B;B;E;D;A;B;C;A;D;A;B;B;B;A;D;C;E;D;B;B;B;B;C;D;A;D;E;C;D;A;D;B;B;C;C;A;C;A;B;D;B;C;B;D;A;C;A;A;C;D;A;D;B;E;A;A;D;D
1712050;2;B;D;C;B;D;C;E;E;A;B;E;D;C;C;D;D;B;C;B;E;D;A;E;D;B;C;B;B;D;A;A;C;C;C;D;C;A;D;E;D;D;E;B;A;E;B;E;D;B;C;C;D;B;C;C;B;C;D;A;E;D;E;C;A;C;D;C;B;C;A;D;D;B;D;E;C;B;D;A;C;D;B;D;D;D;D;A;B;B;D
1712049;2;A;C;C;C;D;B;A;E;D;E;D;D;C;D;D;A;E;B;D;E;A;A;B;D;C;A;D;D;D;A;B;D;C;C;C;C;C;E;A;B;D;E;E;E;B;E;D;C;B;E;E;A;D;D;C;B;D;A;D;B;D;A;C;C;A;D;E;A;C;D;B;C;B;E;E;D;C;E;E;A;B;C;C;D;E;A;A;B;C;E
1712047;2;A;C;A;A;D;C;B;D;D;D;C;D;C;B;D;C;C;C;E;E;B;D;E;D;C;A;D;E;B;C;B;D;C;A;C;A;A;C;C;A;D;A;A;C;D;E;D;E;E;B;B;A;C;E;E;D;D;E;B;B;D;E;B;A;C;D;D;E;E;A;D;D;B;D;C;E;A;E;A;E;B;D;D;C;E;E;E;E;E;D
1712046;2;A;A;E;C;D;D;D;A;B;D;B;D;D;C;A;A;B;C;C;C;A;B;E;D;C;A;D;E;B;D;B;D;C;C;E;C;C;A;D;B;B;D;B;A;D;C;D;C;E;B;B;D;B;B;B;D;D;D;D;D;E;A;C;D;A;B;B;A;A;A;D;D;B;D;B;D;A;C;A;B;B;B;A;A;C;E;B;D;B;E
1712045;2;E;A;C;B;D;D;B;C;D;D;E;D;D;B;C;D;D;E;D;D;E;E;E;D;E;D;C;C;C;B;A;D;E;D;B;E;E;E;D;C;C;C;B;A;E;E;A;C;D;B;E;E;B;B;C;D;A;C;A;A;D;E;B;A;C;D;C;E;C;B;A;C;B;E;E;E;C;E;A;;B;A;D;E;D;;A;E;E;E
1712043;2;A;C;D;A;D;E;C;D;A;C;B;D;A;B;A;C;D;A;B;E;C;C;D;D;E;B;B;A;B;E;B;D;D;C;C;B;A;E;A;B;C;E;C;A;B;A;E;C;C;E;E;D;B;B;A;E;B;C;B;B;D;E;C;D;B;B;C;E;D;A;A;B;D;C;B;A;C;D;A;B;E;D;A;D;B;C;E;C;D;C
1712042;2;A;B;D;D;D;B;B;E;C;A;C;D;C;B;B;D;E;C;D;E;B;A;B;D;C;C;D;D;D;A;A;A;C;C;C;C;A;D;C;A;D;E;;A;B;A;D;C;E;C;C;A;C;B;C;A;B;C;E;C;D;E;B;C;D;D;D;B;A;A;A;D;E;A;D;E;C;B;A;A;C;D;D;E;C;D;A;A;E;D
1712040;2;A;C;E;B;D;C;E;E;C;E;D;D;C;A;D;B;C;C;D;E;B;A;E;D;C;B;E;D;B;A;B;A;C;C;C;C;A;D;E;E;E;E;D;E;D;B;D;C;A;D;B;A;B;E;C;A;C;A;E;D;D;A;C;B;B;C;C;B;E;E;A;D;D;E;B;A;A;C;A;E;B;D;D;C;E;E;B;E;B;A
1712037;2;A;D;C;A;D;E;A;D;D;D;E;D;A;B;E;A;A;C;B;E;B;A;E;D;D;C;D;D;C;A;A;A;C;C;D;C;A;C;E;D;C;B;A;B;C;E;D;C;E;A;B;A;C;B;E;A;A;B;B;B;D;E;A;B;B;C;C;D;E;A;A;D;B;D;C;B;D;C;A;D;E;A;A;D;D;D;B;C;E;C
1712036;2;E;D;E;D;D;D;A;B;D;B;A;D;A;D;D;B;D;E;A;E;D;D;D;D;B;A;B;A;C;D;A;A;C;D;C;D;A;E;A;D;D;A;E;D;E;A;E;A;C;E;B;B;B;C;D;B;D;A;D;E;D;E;D;B;A;D;D;D;D;D;;;;;;;;;;;;;;;;;;;;
1712035;2;A;D;E;C;D;B;D;D;D;D;C;D;C;D;B;A;B;C;C;E;B;A;A;D;B;E;D;C;C;C;D;D;D;C;E;C;D;D;D;D;D;C;C;B;E;E;D;B;E;C;B;A;C;C;D;A;D;A;C;B;D;E;C;C;B;D;D;E;C;A;D;D;C;D;B;C;C;C;C;E;B;D;A;C;B;D;D;B;D;E
1712034;2;A;C;C;B;D;D;C;B;B;E;D;D;A;C;D;A;A;C;B;E;B;E;D;D;C;A;D;D;D;C;B;D;C;C;C;B;C;D;C;A;B;A;C;D;B;B;D;A;B;B;B;A;C;D;C;D;B;B;B;B;D;E;B;C;C;B;C;E;C;A;A;D;A;C;B;C;C;A;A;B;B;D;A;D;C;D;D;C;B;D
1712033;2;A;C;D;E;D;D;A;D;D;E;B;D;A;B;D;A;C;C;D;E;D;C;E;D;C;A;C;D;D;E;A;A;C;C;C;C;E;D;C;C;D;A;B;B;E;B;D;D;B;B;B;A;B;B;E;A;A;A;E;B;D;E;C;A;E;C;C;E;B;E;A;D;C;C;B;A;A;D;A;B;B;D;D;D;E;E;A;B;E;C
1712031;2;A;E;A;A;D;B;C;C;D;E;E;D;D;A;D;B;C;C;D;E;D;B;E;D;A;A;D;D;C;A;B;D;C;C;C;C;C;B;C;A;D;B;C;A;D;A;D;C;C;C;C;B;C;B;B;C;D;B;C;E;D;E;D;A;C;D;C;C;D;A;A;D;A;E;B;E;C;B;A;E;B;D;D;C;D;D;A;A;A;D
1712027;2;A;E;D;B;D;B;A;E;A;E;E;D;C;D;D;C;B;C;D;B;D;B;E;D;B;E;A;D;C;A;B;E;C;C;D;B;C;A;C;E;D;E;B;B;A;A;D;C;E;D;E;D;C;B;D;E;A;A;C;B;D;A;D;C;C;D;C;D;B;A;A;D;C;D;B;E;A;B;A;C;E;D;A;C;E;A;D;B;D;D
1712025;2;C;C;E;D;D;B;B;D;C;A;D;D;C;C;D;A;;C;D;E;D;B;E;A;C;A;E;D;C;A;B;C;C;B;C;C;C;D;A;E;B;A;B;D;B;A;D;C;E;E;B;B;C;B;B;C;E;A;C;E;E;A;C;B;C;C;D;E;B;E;A;D;C;E;B;B;C;D;A;D;B;D;D;D;E;A;A;B;E;D
1712024;2;A;B;C;B;D;E;A;E;B;D;E;D;B;B;D;A;B;A;B;E;D;B;B;D;C;B;D;D;D;B;B;D;C;B;C;B;B;B;C;B;D;E;A;B;B;E;D;C;E;D;B;A;C;B;B;E;A;A;E;D;C;E;D;B;A;D;C;B;C;A;B;D;B;C;A;B;B;B;A;B;B;A;A;C;E;B;B;B;B;D
1712019;2;A;C;B;C;D;E;D;D;C;E;D;D;C;B;D;A;D;C;D;E;D;B;E;D;C;A;D;D;E;A;B;D;C;C;C;C;C;B;C;E;D;A;D;E;E;A;C;C;E;E;B;A;C;B;D;A;B;A;B;E;D;A;D;D;B;C;C;B;C;A;A;D;B;C;B;A;A;C;A;C;E;D;C;D;B;A;D;C;D;E
1712018;2;A;C;D;B;D;E;C;E;D;C;E;D;A;B;A;A;B;D;D;E;E;B;C;D;B;A;E;C;D;A;B;E;C;A;C;C;A;D;C;B;D;D;E;A;C;A;D;C;E;E;B;A;A;D;C;A;D;E;A;B;D;E;C;A;C;D;C;E;A;A;D;E;A;E;B;C;C;D;A;C;E;D;D;A;E;A;B;A;E;C
1712016;2;C;D;C;B;D;E;D;C;D;D;E;D;A;C;D;B;C;D;D;E;D;B;B;D;C;A;B;D;D;A;D;A;C;D;B;C;C;D;D;E;C;D;E;E;D;A;D;B;A;D;B;B;B;B;E;A;C;B;C;D;C;D;E;A;B;D;C;B;A;A;A;D;C;D;B;D;B;C;A;B;E;D;A;C;B;D;E;B;B;D
1712014;2;A;C;C;C;D;E;B;E;D;E;D;D;C;B;D;A;A;C;B;E;C;D;E;D;C;D;D;E;D;A;A;A;C;C;C;C;C;C;E;E;D;E;B;D;C;A;D;C;E;B;B;C;C;B;B;B;D;C;A;E;D;E;A;E;B;D;C;A;B;A;D;D;C;E;A;C;E;D;A;B;E;D;A;C;E;B;D;D;B;D
1712013;2;A;C;C;D;D;C;B;D;A;C;B;D;C;A;D;A;A;C;E;E;A;B;B;D;B;B;D;D;C;A;B;E;C;D;C;B;C;E;E;B;D;A;E;D;E;E;D;C;E;D;B;D;C;E;;C;B;A;E;B;E;E;C;C;D;D;A;C;E;A;D;D;C;D;A;E;C;A;A;A;D;D;C;D;D;E;D;B;E;D
1712012;2;A;C;D;C;D;D;B;A;D;D;B;D;C;B;D;A;B;C;D;E;D;B;B;D;B;B;D;;;;;;;;;;;;;;;;;;;A;D;C;E;E;B;A;B;B;C;D;D;A;B;A;D;E;D;B;B;D;C;E;C;A;A;D;B;E;D;A;E;C;A;D;E;D;D;A;E;A;E;A;E;D
1712011;2;A;E;D;B;D;B;B;E;C;C;D;D;C;B;A;A;D;C;A;E;E;C;E;D;E;C;D;C;D;A;A;B;C;B;D;C;A;E;C;C;A;D;E;A;E;D;D;A;E;B;B;B;C;B;B;D;A;A;E;D;D;A;C;C;D;C;A;B;E;A;A;D;B;E;B;D;C;C;A;E;B;D;A;D;C;E;A;C;A;D
1712010;2;A;B;E;A;D;E;A;C;C;E;E;D;C;B;E;A;;C;A;E;C;;B;D;B;D;D;D;C;B;B;C;C;A;E;B;;C;B;;D;A;B;A;C;A;D;C;A;E;C;C;C;B;;B;D;A;D;A;D;E;B;C;D;C;C;E;D;A;D;D;A;E;C;A;E;B;A;C;B;C;D;B;E;;A;B;E;D
1712009;2;A;E;E;C;D;B;D;A;D;E;D;D;A;C;D;B;D;B;D;E;D;B;B;D;B;C;D;C;D;C;D;D;B;C;E;C;A;C;E;B;D;D;A;D;A;A;E;C;E;D;B;E;B;B;C;A;B;A;A;D;D;A;D;A;D;D;D;D;B;A;A;D;E;A;B;D;C;C;A;E;B;D;A;B;E;A;B;B;A;C
1712008;2;A;C;B;C;D;B;B;D;D;A;D;D;C;B;D;A;A;C;C;E;D;D;E;D;B;A;D;D;C;A;B;D;C;C;C;C;C;D;E;A;D;A;B;B;E;B;D;D;E;D;B;A;B;B;C;A;D;A;C;B;D;E;D;B;C;C;C;C;C;A;D;D;C;D;B;C;C;B;A;A;E;D;D;A;C;A;D;B;E;D
1712007;2;A;B;C;D;D;B;D;D;E;A;D;D;A;B;C;D;C;C;B;E;B;D;D;D;A;B;E;C;B;D;C;A;E;C;B;B;D;E;D;B;C;D;B;A;E;A;A;D;;;;A;D;C;E;B;A;B;A;C;D;B;A;E;C;B;D;A;B;D;B;C;E;D;A;B;D;A;D;E;B;C;C;A;B;D;C;B;A;E
1711059;1;C;C;D;C;D;B;D;A;C|E;D;D;B;A;E;E;C;B;D;C;E;D;A;B;C;E;C;D;B;C;E;D;E;D;A;B;C;E;D;B;A;C;E;A;C;D;A;B;C;D;B;B;D;A;B;E;D;A;A;E;C;D;B;C;D;D;C;A;E;B;B;D;D;A;A;E;C;B;D;D;E;A;A;C;C;C;E;B;D;A;E
1711057;1;A;A;C;;C;B;E;E;B;;D;D;A;E;D;A;;B;A;E;B;E;C;D;C;E;C;D;;A;A;A;C;E;C;C;A;D;D;C;D;D;C;C;C|E;A;;C;E;C;B;A;C;B;;;;A;E;B;C;E;C;;C;D;A;;C;A;A;D;C;C;B;E;C;;A;B;B;D;A;C;E;A;C;E;D;D
1711056;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;D;B;C;B;B;D;A;B;D;B;A;C;D;E;C;E;C;B;D;D;C;E;B;B;C;D;B;D;C;D;B;C;A;B;D;A;C;D;A;D;A;B;A;C
1711051;1;E;A;B;B;B;C;C;D;B;C;D;B;A;C;C;C;B;C;E;A;E;D;D;A;E;B;B;D;B;A;A;A;D;B;C;E;A;B;C;D;B;E;B;A;E;E;C;B;E;C;A;D;B;C;E;D;A;B;A;E;C;C;C;A;A;A;D;C;E;A;C;E;C;B;E;A;C;D;A;B;C;A;D;D;B;A;A;A;A;A
1711042;1;B;B;B;B;D;C;B;D;C;B;E;B;D;B;D;B;C;D;D;E;D;D;B;D;E;D;D;B;C;D;C;C;C;B;D;E;B;C;C;D;A;C;B;C;D;B;A;B;D;D;E;B;D;E;B;C;A;C;A;D;D;D;C;E;C;A;B;E;B;A;E;D;C;C;D;C;B;D;A;E;A;D;A;C;E;E;C;C;D;B
1711039;1;A;C;B;C;A;E;C;E;A;C;B;D;E;D;C;C;D;B;A;E;D;C;E;D;A;E;C;D;C;A;B;D;C;C;E;C;B;A;E;E;D;E;D;D;A;A;D;B;A;B;B;A;A;D;C;D;C;C;B;B;D;D|E;A;B;C;D;D;A;B;C;A;E;D;B;E;A;E;E;B;D;B;A;D;E;C;E;C;A;A;E
1711038;1;C;B;A;A;D;E;C;B;C;D;C;A;C;A;D;D;D;D;D;E;E;C;B;B;A;C;D;B;C;E;B;A;E;C;D;D;D;A;C;B;B;A;C;D;D;E;D;D;E;A;B;A;B;B;C;B;B;B;D;E;D;C;D;B;A;C;C;C;C;E;A;D;B;B;C;E;C;D;A;A;B;D;C;A;D;C;A;C;A;E
1711037;1;A;C;C;C;D;D;A;A;A;E;C;D;A;D;D;C;B;D;B;E;D;C;E;D;E;E;E;A;A;A;C;E;C;A;B;A;C;B;B;D;D;E;E;D;D;E;C;C;E;E;E;D;A;E;D;D;D;B;C;D;A;B;B;B;B;B;B;E;E;E;E;E;E;D;B;D;C;A;B;E;B;C;D;C;E;D;C;E;E;C
1711036;1;A;C;D;C;D;E;D;E;C;D;D;D;A;B;C;C;E;B;A;E;B;C;B;D;E;A;D;D;D;E;A;D;D;A;E;C;A;A;E;E;D;A;B;C;B;B;C;C;B;A;D;A;B;B;C;B;B;A;E;C;D;E;B;C;B;D;D;A;C;A;B;E;C;A;E;B|D;D;A;E;B;C;E;A;E;C;E;B;E;C;A
1711033;1;C;D;E;C;D;B;B;C;E;A;C;E;C;A;C;E;C;D;A;E;C;D;E;D;E;C;D;C;D;E;B;C;D;C;A;E;A;D;C;E;E;D;C;A;D;E;D;C;A;C;E;D;C;E;C;B;C;B;E;A;D;C;B;C;A;D;D;A;A;E;C;A;E;A;B;A;C;B;A;C;B;E;D;D;A;C;A;D;A;A
1711032;1;B;D;A;D;D;E;C;B;D;B;E;D;D;C;C;B;E;A;D;E;B;A;B;D;B;C;C;A;B;D;B;B;C;B;C;C;A;C;A;C;B;E;D;A;D;A;D;D;E;E;C;A;A;D;C;E;D;C;B;E;D;E;A;A;B;D;B;D;A;D;B;A;A;D;D;C;B;C;C;C;B;B;E;B;D;A;C;E;A;C
1711031;1;C;B;D;D;C;E;E;D;E;E;E;D;C;B;C;E;D;C;D;C;D;B;E;D;B;A;D;D;D;A;B;D;C;C;E;C;C;A;C;B;E;C;D;A|E;E;A;B;C;D;E;C;C;C;D;D;D;A;A;A;B;B;B;E;D;E;E;D;C;B;E;A;D;C;C;E;C;A;D;A;B;A;D;C;D;E;E;D;C;C;C
1711030;1;B;C;A;C;C;D;E;B;C;B;D;B;D;B;C;B;D;D;B;B;A;A;B;D;E;D;E;A;D;B;A;C;D;E;E;A;B;D;E;C;C;D;E;B;C;C;E;C;A;B;E;D;B;B;C;C;A;B;E;D;C;E;C;C;B;D;C;D;A;A;B;D;E;D;E;D;A;C;A;B;E;C;A;C;A;B;D;E;A;E
1711028;1;C;E;E;D;C;D;C;D;D;E;E;D;C;D;E;B;A;D;A;E;A;B;A;A;E;E;C;B;D;B;B;B;C;A;D;D;C;C;A;D;E;E;D;D;E;E;D;C;C;C;C;B;C;D;D;A;D;C;D;E;E;A;C;C;A;A;B;C;A;E;D;E;A;A;E;E;E;A;D;B;A;E;A;E;D;D;C;A;A;E
1711025;1;B;C;B;B;B;B;E;E;B;E;C;D;D;A;A;A;C;D;B;E;E;B;B;D;B;A;E;B;D;B;A;A;C;C;D;C;C;E;B;B;E;C;B;E;C;C;D;C;E;C;E;A;C;D;B;D;B;B;D;E;D;C;D;C;B|D;D;C;B;A;A;A;D;D;E;E;B;C;C;A;C;D;D;A;C;B;D;D;C;A;A
1711024;1;A;A;B;E;D;E;D;E;B;B;C;D;D;A;D;C;C;A;C;C;C;A;E;B;B;C;B;B;D;D;A;A;C;A;B;E;D;B;A;A;A;D;D;A;A;E;D;C;C;B;B;D;C;E;B;D;C;B;E;A;D;D;A;C;D;D;D;D;E;D;A;A;A;D;E;D;D;C;A;D;E;D;A;E;C;B;B;C;C;C
1711018;1;E;C;E;C;D;B;D;C;C;B;B;B;B;C;A;D;B;C;E;A;D;C;B;C;B;B;D;A;C;E;C;D;B;B;B;D;C;E;C;A;A;D;B;D;E;A;E;B;B;A;B;B;B;D;D;B;B;D;A;E;D;E;B;D;B;D;D;D;A;E;D;E;D;B;E;C;B;D;C;D;D;D;D;A;C;C;D;D;D;B
1711017;1;C;D;B;D;D;E;C;D;D;B;E;D;A;B;A;A;A;C;A;E;B;C;B;D;B;E;D;D;C;A;A;A;C;A;C;C;C;E;E;C;E;B;C;B|D;E;D;D;C;E;E;B;A;A;B;C;E;A;C;A;B;D;D;C;B;C;D;C;E;E;B;A;D;C;B;E;D;B;C;A;E;B;D;A;A;C;D;A;C;B;E
1711016;1;A;C;C;C;D;E;A;D;D;A;D;D;C;C;D;D;B;D;C;E;D;C;B;D;A;A;D;D;E;A;B;D;C;C;C;C;A;E;C;A;D;A;C;E;E;E;D;C;E;B;B;A;B;B;E;A;D;A;E;D;D;A;B;D;C;C;C;E;E;A;A;D;B;E;E;E;C;D;A;C;B;D;A;A;E;B;E;C;B;D
